▓╬д@╜s╕╣,░╙╖~жW║┘,░╙╖~жaз},╡n░Oкм║A,╕gл╫,╜nл╫,├■зO
1751628,оxж░░╙жц,╖sе_еле├йM░╧е┴┼v╕Їв│в╕л╤в┤з╦в▓в▒╕╣в┤╝╙б]▓{│ї╢╚и╤┐ьд╜л╟и╧е╬б^,о╓ну│]е▀,121.5221004,24.997868,д╞зйл~╣s░т╖~
1770168,з╗╗лм№зй║ыл~жWй▒,╗Oе_елдjжw░╧й╛з╡кF╕Ї4мq97╕╣2╝╙23л╟,о╓ну│]е▀,121.5478903,25.0417524,д╞зйл~╣s░т╖~
1777438,─╞├└│yз╬дuз@з{,╗Oе_елдjжw░╧ої╢╢╡є60л╤29╕╣1╝╙,о╓ну│]е▀,121.5293922,25.0225643,д╞зйл~╣s░т╖~
1816903,жw╡aкA╣вй▒,╗Oе_елдhкL░╧дjкF╕Ї18дз2╕╣1╝╙,о╓ну│]е▀,121.5251664,25.0885685,д╞зйл~╣s░т╖~
1827351,лNе[─╫ж╩│f░╙жц,╗Oе_елдhкL░╧дjкF╕Ї18дз2╕╣1╝╙,о╓ну│]е▀,121.5251664,25.0885685,д╞зйл~╣s░т╖~
1849051,лW║√д╞∙█дuз@л╟,╗Oе_елдhкL░╧дhкF╕Ї28╕╣1╝╙,о╓ну│]е▀,121.5271589,25.1117705,д╞зйл~╣s░т╖~
1867640,дDм№д╞дuе°╖~к└,╖sе_ел╛ЁкL░╧е·┐│╡єв░в╕в▒╕╣в░╝╙,о╓ну│]е▀,121.4077667,25.00461,д╞зйл~╣s░т╖~
1870194,кў▓╬░╙жц,╖sе_елкO╛Ї░╧й·╝w╡єв░в╖╕╣в▒╝╙,о╓ну│]е▀,121.460108,25.010619,д╞зйл~╣s░т╖~
1876036,и╬лWж╩│fжц,╖sе_елкO╛Ї░╧?9е═жш╕Їв╖в╡╕╣в░╝╙,о╓ну│]е▀,121.4618415,25.0114095,д╞зйл~╣s░т╖~
1879575,ж╨оi╢TйЎ░╙жц,╖sе_елкO╛Ї░╧▓ўе·╕Ї?7впл╤в╖дзв▒╕╣в▓╝╙,о╓ну│]е▀,121.4713204,25.0240653,д╞зйл~╣s░т╖~
1880144,┬`ж░░╙жц,╖sе_елкO╛Ї░╧дддs╕Ї?0мqв▒в╡в┤л╤в░вп╕╣в▒╝╙,о╓ну│]е▀,121.5427093,25.0792018,д╞зйл~╣s░т╖~
1913665,мгй╘л╬░╙жц,╖sе_елкO╛Ї░╧├h╝w╡єв▒вп╕╣?0╝╙,о╓ну│]е▀,121.476613,25.032942,д╞зйл~╣s░т╖~
1914778,╕╓├└м№оeжWз{,╖sе_елкO╛Ї░╧й▓дд╕Їв╕в┤╕╣в▒╝╙,о╓ну│]е▀,121.456953,25.0093429,д╞зйл~╣s░т╖~
1915538,м№║Xж╩│fжц,╖sе_елкO╛Ї░╧дjдп╡єв╢в▓╕╣?0╝╙,о╓ну│]е▀,121.453995,25.016027,д╞зйл~╣s░т╖~
1915761,└A│гм№оeм№╛vзўо╞жц,╖sе_елдgл░░╧ддеб╕Їв░мqв░в│в│╕╣в░╝╙,о╓ну│]е▀,121.438034,24.968371,д╞зйл~╣s░т╖~
1922691,кYнbж╩│fжц,╖sе_елкO╛Ї░╧дде┐╕Їв▒в░в╡л╤в│в▓╕╣в░╝╙,о╓ну│]е▀,121.4571863,25.0190053,д╞зйл~╣s░т╖~
1923045,└A┬E░╙й▒,╖sе_елкO╛Ї░╧дj?1╕Ї?0мqв╢в┤л╤в┤╕╣?0╝╙,о╓ну│]е▀,121.5355539,24.9708866,д╞зйл~╣s░т╖~
1926057,┼яй╔░╙жц,╖sе_ел╛ЁкL░╧дддs╕Їв░мqв╢в╡л╤в▒╕╣в░╝╙,о╓ну│]е▀,121.4230861,24.9918296,д╞зйл~╣s░т╖~
1928338,▐m┼vе°╖~к└,╖sе_елдgл░░╧дде┐╕Ї?7мq?7в┤л╤в┤в▓з╦в▒╕╣в▒╝╙,о╓ну│]е▀,121.442784,24.975333,д╞зйл~╣s░т╖~
1928528,║a║a░╙╕╣,╖sе_елдgл░░╧ддеб╕Їв▒мqв▒в╢в╖л╤в╢?0?0╕╣?0╝╙,о╓ну│]е▀,121.4401892,24.9745853,д╞зйл~╣s░т╖~
1929097,┤║кY░╙жц,╖sе_елдTоl░╧д╢╣╪╕Ї?0мq?0?7л╤?0?0╕╣?0╝╙,о╓ну│]е▀,121.382746,24.9306551,д╞зйл~╣s░т╖~
1934319,║}лGд@е═е°╖~к└,╖sе_елкO╛Ї░╧й▓дд╕Ї?0в╢?0╕╣в╡╝╙,о╓ну│]е▀,121.4598974,25.0095284,д╞зйл~╣s░т╖~
1934850,еq▒╙ж╩│fжц,╖sе_елдTоl░╧е┴е═╡є?0?0в╖╕╣,о╓ну│]е▀,121.3744143,24.9358498,д╞зйл~╣s░т╖~
1935035,╝bл╜кA╣в,╖sе_ел╛ЁкL░╧╛Ё╝w╡єв▒в╡╕╣,о╓ну│]е▀,121.422623,24.991745,д╞зйл~╣s░т╖~
1935984,╗теP░╙жц,╖sе_елкO╛Ї░╧е┴кv╡єв▓?0дз?0╕╣в▒╝╙,о╓ну│]е▀,121.4773205,25.0346046,д╞зйл~╣s░т╖~
1937511,к@мб░щ░╙жц,╖sе_ел╛ЁкL░╧│╒╖R╡єв░в┤в╡╕╣в░╝╙,о╓ну│]е▀,121.426038,24.9910527,д╞зйл~╣s░т╖~
1937673,и╬╖sдЇ╣qжц,╖sе_елдgл░░╧йMен╕Їв╡л╤в▒╕╣?0╝╙,о╓ну│]е▀,121.442404,24.974498,д╞зйл~╣s░т╖~
1938379,╝цл░╢TйЎжц,╖sе_елкO╛Ї░╧д╜?3╡єв╡в╡╕╣?0╝╙,о╓ну│]е▀,121.4578576,25.0297968,д╞зйл~╣s░т╖~
1940184,е@лC░╙й▒,╖sе_елкO╛Ї░╧├h╝w╡є181л╤28╕╣1╝╙,о╓ну│]е▀,121.4805996,25.030166,д╞зйл~╣s░т╖~
1941846,кўжhзQ▓z╣qм№оeзўо╞жц,╖sе_елкO╛Ї░╧╣ъ╜ю╕Їв░в╢в┤╕╣,о╓ну│]е▀,121.464548,25.003665,д╞зйл~╣s░т╖~
1943730,▓╗╕t├─жц,╖sе_елкO╛Ї░╧╖╦▒XдG╡єв░в░в▒л╤в▓в┤з╦в░╕╣в░╝╙,о╓ну│]е▀,121.4253825,24.989074,д╞зйл~╣s░т╖~
1943859,╝b─Rм№оeм№╛v╛╣зўжц,╖sе_елкO╛Ї░╧дде┐╕Ї253л╤7╕╣,о╓ну│]е▀,121.4552957,25.0181095,д╞зйл~╣s░т╖~
1944203,е@└Їе°╖~к└,╖sе_елкO╛Ї░╧дхд╞╕Ї?0мq?7в▓в┤л╤?0в╢╕╣в▒╝╙,о╓ну│]е▀,121.4618415,25.0114095,д╞зйл~╣s░т╖~
1944457,кўжыжц,╖sе_елкO╛Ї░╧дхд╞╕Їв▒мqв░в▒дзв▒╕╣в▓╝╙,о╓ну│]е▀,121.468864,25.0241738,д╞зйл~╣s░т╖~
1945239,и|╡Yм№╛vм№оeж╩│fзўо╞жц,╖sе_елкO╛Ї░╧лn╢олn╕Ї?0мqв┤л╤?0в▓╕╣?0╝╙,о╓ну│]е▀,121.4556666,25.0056596,д╞зйл~╣s░т╖~
1945929,┤I░╙е°╖~жц,╖sе_елкO╛Ї░╧д╜?3╡єв╡в╡╕╣в▒╝╙,о╓ну│]е▀,121.4578576,25.0297968,д╞зйл~╣s░т╖~
1947905,жWлG┬зл~░╙жц,╖sе_ел╛ЁкL░╧жW╢щ╡єв╡?0╕╣?0╝╙,о╓ну│]е▀,121.4191637,24.9795322,д╞зйл~╣s░т╖~
1948171,кL<U+7774>░╙жц,╖sе_ел╛ЁкL░╧┤_┐│╕Їв│в▒в│╕╣,о╓ну│]е▀,121.4140213,24.9846699,д╞зйл~╣s░т╖~
1948876,▓╬е▀жц,╖sе_елкO╛Ї░╧нл╝y╕Їв▓?7в╡л╤в╖╕╣?0╝╙,о╓ну│]е▀,121.461184,25.006391,д╞зйл~╣s░т╖~
1949517,╖s╢VлKзQ░╙жц,╖sе_елдgл░░╧╕╬е┴╕Їв╕в▒л╤в▒в╡з╦в▒╕╣?0╝╙,о╓ну│]е▀,121.4497076,24.9863394,д╞зйл~╣s░т╖~
1953526,╢оеiж╩│fжц,╖sе_елкO╛Ї░╧лn╢окF╕Їв▒в╖╕╣?0╝╙,о╓ну│]е▀,121.4544189,25.0063265,д╞зйл~╣s░т╖~
1956122,╕╬жh░╙жц,╖sе_елкO╛Ї░╧╕╬е┴╕Їв╢в┤л╤в▒з╦?0╕╣?0╝╙,о╓ну│]е▀,121.449856,24.9877,д╞зйл~╣s░т╖~
1957446,кўк@м№╛vзўо╞жц,╖sе_елкO╛Ї░╧дх╕t╡єв┤вп╕╣б]в░╝╙б^,о╓ну│]е▀,121.476529,25.031135,д╞зйл~╣s░т╖~
1957656,ж░е·ж╩│fжц,╖sе_елкO╛Ї░╧дп╖R╕Їв╡в▒л╤?0в┤з╦?7╕╣?0╝╙,о╓ну│]е▀,121.4599597,24.999191,д╞зйл~╣s░т╖~
1959492,оїйўм№оeм№╛vж╩│fзўо╞жц,╖sе_елдgл░░╧ддеб╕Їв▒мqв┤впл╤в▒?7з╦в╖╕╣?0╝╙,о╓ну│]е▀,121.4422446,24.9797585,д╞зйл~╣s░т╖~
1959541,╢ол║дkдlм№оe░|,╖sе_елкO╛Ї░╧в▓е┴╕Їв▒мqв░в▓в╡дзв│╕╣в▒╝╙б]▓{│ї╢╚и╤┐ьд╜л╟и╧е╬б^,о╓ну│]е▀,121.4505676,24.9870253,д╞зйл~╣s░т╖~
1959850,─їлFйe░Uжц,╖sе_елкO╛Ї░╧й▓дд╕Їв░в░в╢╕╣в░╝╙,о╓ну│]е▀,121.456346,25.0094808,д╞зйл~╣s░т╖~
1986836,н^╖чжц,╖sе_ел╖s▓°░╧╖sої╕Їв░в╡в╢л╤в░╕╣в░╝╙,о╓ну│]е▀,121.44746,25.0372702,д╞зйл~╣s░т╖~
1989496,е╔л~░╙жц,╖sе_елдTнл░╧нл╖s╕Їв┤мqв▓в░в╢л╤в░з╦в░в╖╕╣в░╝╙,о╓ну│]е▀,121.4779541,25.049479,д╞зйл~╣s░т╖~
1991991,м┬╝¤░╙жц,╖sе_елдTнл░╧в▓е┴╡єв░в┤в┤л╤в░в┤╕╣в┤╝╙,о╓ну│]е▀,121.4467368,25.0496649,д╞зйл~╣s░т╖~
1995096,│{д═е°╖~к└,╖sе_елдTнл░╧└Їкeлn╕Їв▒в▒в░л╤в┤вп╕╣в░╝╙,о╓ну│]е▀,121.490531,25.052787,д╞зйл~╣s░т╖~
2072063,└║д╤╣ъ╖~к└,╖sе_елдTнл░╧дjжP?<U+79AF>Їв▓е7л╤в▓?7╕╣в▓╝╙,о╓ну│]е▀,121.4867114,25.0614534,д╞зйл~╣s░т╖~
2072253,з╗жtе═мб╝s│ї,╖sе_елкLдf░╧дде┐╕Ї288╕╣(1╝╙),о╓ну│]е▀,121.3887357,25.0778041,д╞зйл~╣s░т╖~
2073577,мю└M░╙жц,╖sе_ел╖s▓°░╧╕Uжw╡єв╢в▓╕╣в▒╝╙,о╓ну│]е▀,121.421401,25.0238885,д╞зйл~╣s░т╖~
2074604,м№з{ж╩│fжц,╖sе_елдTнл░╧дTйM╕Ї4мq181л╤43╕╣(1╝╙),о╓ну│]е▀,121.4840688,25.0793601,д╞зйл~╣s░т╖~
2083569,╣q╣F╕ъ░T,╖sе_ел╖s▓°░╧┬∙╗ё╕Ї134л╤7╕╣(1╝╙),о╓ну│]е▀,121.4123928,25.0282972,д╞зйл~╣s░т╖~
2087609,е▀▒d░╙жц,╖sе_ел╛ЁкL░╧дT║╓╡є166╕╣(1╝╙),о╓ну│]е▀,121.4047387,25.016191,д╞зйл~╣s░т╖~
2089016,м№дH│╜▒m├└е°╖~к└,╖sе_ел▓HдЇ░╧дде┐╕Ї245╕╣(1╝╙),о╓ну│]е▀,121.4339402,25.174074,д╞зйл~╣s░т╖~
2101807,оїм╙│г╛iе═╖|└],╖sе_елддйM░╧дде┐╕Ї82╕╣,о╓ну│]е▀,121.4998787,24.9938839,д╞зйл~╣s░т╖~
2103848,п└кт░ъ╗┌е°╖~к└,╖sе_еле├йM░╧ж╦кL╕Ї212╕╣2╝╙,о╓ну│]е▀,121.5207107,25.0082739,д╞зйл~╣s░т╖~
2105640,▒m╘╨дще╬л~й▒,╖sе_елддйM░╧┤║╖s╡є306╕╣,о╓ну│]е▀,121.5113794,24.9918063,д╞зйл~╣s░т╖~
2106802,┐╒лHе°╖~к└,╖sе_елоїдs░╧е■┐│╕Ї47л╤46╕╣3╝╙,о╓ну│]е▀,121.4327154,25.0583635,д╞зйл~╣s░т╖~
2106887,к°л╔╛v┤Y,╖sе_елддйM░╧дjлi╡є14╕╣(1╝╙),о╓ну│]е▀,121.5172828,24.9926679,д╞зйл~╣s░т╖~
2106970,иm┐j╢омфе°╖~к└,╖sе_ел╛ЁкL░╧е┴йM╡є28л╤3╕╣,о╓ну│]е▀,121.3851199,24.9689715,д╞зйл~╣s░т╖~
2107302,╕жирдpл╬,╖sе_елкO╛Ї░╧░ъе·╕Ї189дз5╕╣(5╝╙),о╓ну│]е▀,121.4611093,25.018651,д╞зйл~╣s░т╖~
2108647,кdд▀дuз@л╟,╖sе_елдTнл░╧дн╡╪╡є65╕╣5╝╙,о╓ну│]е▀,121.4926533,25.0827071,д╞зйл~╣s░т╖~
2108787,ж╠жhзQе°╖~к└,╖sе_ел┼a║q░╧дj┤Є╕Ї361л╤38╕╣(1╝╙),о╓ну│]е▀,121.3305618,24.9778768,д╞зйл~╣s░т╖~
2109553,║┐┤@йgе°╖~к└,╖sе_елкO╛Ї░╧└s┐│╡є65л╤8╕╣(1╝╙),о╓ну│]е▀,121.4434467,25.0014723,д╞зйл~╣s░т╖~
2109569,з╗╣B▒mищжц,╖sе_елдTнл░╧ж█▒j╕Ї5мq48╕╣(1╝╙),о╓ну│]е▀,121.4933837,25.0812225,д╞зйл~╣s░т╖~
2112889,лaм╒╢TйЎе°╖~к└,╖sе_елдTнл░╧жw╝y╡є297л╤1з╦18╕╣4╝╙,о╓ну│]е▀,121.489564,25.067993,д╞зйл~╣s░т╖~
2116920,╖R▓·лфе°╖~к└,╖sе_елддйM░╧лO░╖╕Ї44л╤5╕╣5╝╙,о╓ну│]е▀,121.5093664,24.9969403,д╞зйл~╣s░т╖~
2118758,дщжNдтз@з{,╖sе_ел╖s▓°░╧е|║√╕Ї151л╤3дз3╕╣,о╓ну│]е▀,121.422895,25.022094,д╞зйл~╣s░т╖~
2119911,лG╖цдuз@л╟,╖sе_елж┴дю░╧╝╠╛Ёг╕╕Їв▒в╢в▒дзв╢╕╣6╝╙,о╓ну│]е▀,121.642765,25.0684929,д╞зйл~╣s░т╖~
2120213,м№╣┼м№оeе╬л~з{,╖sе_еле├йM░╧е├йM╕Ї2мq206╕╣,о╓ну│]е▀,121.515823,25.013723,д╞зйл~╣s░т╖~
2120261,╖Rоaоaйп║╓╛Q,╖sе_елдTнл░╧╢░н^╕Ї132╕╣,о╓ну│]е▀,121.4847634,25.0875567,д╞зйл~╣s░т╖~
2120282,л№з░м№е╥дuз@л╟,╖sе_елдgл░░╧й╡йM╕Ї108л╤2з╦9╕╣2╝╙,о╓ну│]е▀,121.4669577,24.9892981,д╞зйл~╣s░т╖~
2121487,иNй╔е°╖~к└,╖sе_елкO╛Ї░╧кўк∙╡є31л╤24╕╣11╝╙,о╓ну│]е▀,121.4339775,24.9937704,д╞зйл~╣s░т╖~
2123979,л┬│▀╛vлмй▒,╖sе_елддйM░╧╖sе═╡є36╕╣,о╓ну│]е▀,121.483168,25.0035845,д╞зйл~╣s░т╖~
2124885,╢▓╢▓е═мбдтз@┬°│fчE,╖sе_ел─кмw░╧е┴▒┌╕Ї145╕╣6╝╙дз2,о╓ну│]е▀,121.4795377,25.0876668,д╞зйл~╣s░т╖~
2126271,╦воX╕╓м№з░дuз@л╟,╖sе_ел╖sй▒░╧░ъо╒╕Ї19╕╣,о╓ну│]е▀,121.5380693,24.9564358,д╞зйл~╣s░т╖~
2127779,╕ї─гд╤и╧м№╛vиF└sй▒,╖sе_еле├йM░╧е├йM╕Ї2мq92л╤5╕╣,о╓ну│]е▀,121.5153964,25.0114737,д╞зйл~╣s░т╖~
2127911,п┬пєе╗дтдuиmдuз@з{,╖sе_ел▓HдЇ░╧ж█▒j╕Ї417л╤24з╦10дз1╕╣,о╓ну│]е▀,121.464414,25.134891,д╞зйл~╣s░т╖~
2131751,┼╟з{дuз@л╟,╗Oе_елдде┐░╧дд╡╪╕Ї1мq7╕╣3╝╙дз9,о╓ну│]е▀,121.508943,25.045945,д╞зйл~╣s░т╖~
2132766,л░елдu╡{жц,╖sе_елж┴дю░╧дд┐│╕Ї168╕╣14╝╙дз9,о╓ну│]е▀,121.6319695,25.065599,д╞зйл~╣s░т╖~
2133548,жу╡▄░╙жц,╖sе_ел─кмw░╧к°жw╡є260╕╣,о╓ну│]е▀,121.4575535,25.0865746,д╞зйл~╣s░т╖~
2135898,лCдs░╙жц,╖sе_ел╖sй▒░╧е├ен╡є51л╤19╕╣2╝╙,о╓ну│]е▀,121.5155439,24.9837201,д╞зйл~╣s░т╖~
2135911,╝╓╡╜е°╖~к└,╖sе_елдgл░░╧╕╬е┴╕Ї214л╤17╕╣,о╓ну│]е▀,121.453131,24.9834069,д╞зйл~╣s░т╖~
2136067,е═иK╣B░╩е═мб└],╖sе_елкO╛Ї░╧е┴е═╕Ї1мq135╕╣2╝╙,о╓ну│]е▀,121.4735942,25.0150457,д╞зйл~╣s░т╖~
2136735,иg░┼╛v├└й▒,╖sе_ел╛ЁкL░╧┤_┐│╕Ї30╕╣,о╓ну│]е▀,121.4223826,24.9944284,д╞зйл~╣s░т╖~
2137636,д▀д▀░╙жц,╖sе_елдTнл░╧й╛з╡╕Ї2мq40╕╣,о╓ну│]е▀,121.485378,25.0704879,д╞зйл~╣s░т╖~
2139162,дп╖RзN╢╝й▒,╖sе_елкLдf░╧дп╖R╕Ї2мq15╕╣,о╓ну│]е▀,121.3857924,25.0761051,д╞зйл~╣s░т╖~
2139352,иN│yлмдuз@з{,╖sе_елкO╛Ї░╧└sмu╡є57╕╣,о╓ну│]е▀,121.4569973,25.0258279,д╞зйл~╣s░т╖~
2143428,═Qк┌┤@е°╖~к└,╖sе_ел▓HдЇ░╧йW│╗╕Ї710л╤15╕╣,о╓ну│]е▀,121.4826809,25.1583753,д╞зйл~╣s░т╖~
2146229,кўйuдpжYй▒,╖sе_елкO╛Ї░╧дхд╞╕Ї1мq421л╤5╕╣(1╝╙),о╓ну│]е▀,121.4652441,25.0187829,д╞зйл~╣s░т╖~
2147775,д~┤I░╙жц,╖sе_елдTоl░╧░ъ╝y╕Ї156╕╣15╝╙дз2,о╓ну│]е▀,121.3760511,24.9395024,д╞зйл~╣s░т╖~
2148535,кFкLн╣л~░╙жц,╖sе_елкO╛Ї░╧нл╝y╕Ї245л╤13╕╣6╝╙,о╓ну│]е▀,121.4638799,25.0008459,д╞зйл~╣s░т╖~
2148697,│ь╡╖║ыл~кA╣в,╖sе_ел─кмw░╧дддsдG╕Ї73╕╣,о╓ну│]е▀,121.4734848,25.0818931,д╞зйл~╣s░т╖~
2148818,─м╡сиmдuз@л╟,╖sе_елкO╛Ї░╧е|дt╕Ї2мq237╕╣8╝╙дз1,о╓ну│]е▀,121.4511685,24.9939442,д╞зйл~╣s░т╖~
2151088,м№║qк╠м№╛vзўо╞жц,╖sе_елдTнл░╧дjжP?<U+79AF>Їд0в╢╕╣?0╝╙,о╓ну│]е▀,121.4867114,25.0614534,д╞зйл~╣s░т╖~
2151290,и╚н}м№╛vм№оe░|,╖sе_елдTнл░╧в▓е┴╡єв░в▒в╖дзв▓╕╣б_в░╝╙б`,о╓ну│]е▀,121.4586171,25.0279677,д╞зйл~╣s░т╖~
2152164,╢i║╓й~н╗пє╢щ├└,╖sе_ел▓HдЇ░╧й╛╝dи╜║t└╕оH╕}16╕╣(1╝╙),о╓ну│]е▀,121.4762733,25.1925808,д╞зйл~╣s░т╖~
2152381,кF╣Bе°╖~к└,╖sе_ел─кмw░╧жие\╕Ї77╕╣(1╝╙),о╓ну│]е▀,121.4730618,25.0808544,д╞зйл~╣s░т╖~
2154064,н╡╕Rдuз@л╟,╖sе_ел╛ЁкL░╧дj╢о╕Ї341╕╣7╝╙,о╓ну│]е▀,121.3788231,24.9494304,д╞зйл~╣s░т╖~
2155556,е▌▒dиkдkеЁ╢в└],╖sе_ел─кмw░╧дTе┴╕Ї242╕╣,о╓ну│]е▀,121.468206,25.089847,д╞зйл~╣s░т╖~
2155872,лa╓sе°╖~к└,╖sе_ел╖s▓°░╧е┴╝╓╡є81л╤3╕╣2╝╙,о╓ну│]е▀,121.4576219,25.0428565,д╞зйл~╣s░т╖~
2157132,│{╜tиmз{,╖sе_елкLдf░╧ж╦кL╕Ї446л╤2з╦28╕╣,о╓ну│]е▀,121.388212,25.085521,д╞зйл~╣s░т╖~
2159188,кF┐│м№оe░|,╖sе_елдTнл░╧нл╖s╕Їв▒мqв│в╖╕╣в▒╝╙,о╓ну│]е▀,121.4982991,25.0622307,д╞зйл~╣s░т╖~
2162058,░к┐│дьлме°╖~к└,╖sе_ел╖s▓°░╧╕Uжw╡є149л╤9╕╣1╝╙,о╓ну│]е▀,121.4207122,25.0216743,д╞зйл~╣s░т╖~
2164513,лф║╕╕жм№оeм№╛vзўо╞жц,╖sе_елдTнл░╧└sк∙╕Їв╖в╡╕╣в░╝╙,о╓ну│]е▀,121.4972072,25.0728248,д╞зйл~╣s░т╖~
2164892,ж╩м№м№оeзўо╞жц,╖sе_елдTнл░╧нл╖s╕Їв▒мqв┤в╕╕╣?0╝╙,о╓ну│]е▀,121.4968764,25.0620185,д╞зйл~╣s░т╖~
2170162,жиоїе═мб╝s│ї,╖sе_елднк╤░╧жиої╕Ї1мq143╕╣(1╝╙),о╓ну│]е▀,121.4353562,25.0730474,д╞зйл~╣s░т╖~
2171296,ж╩зQм№оeж╩│fжц,╖sе_ел╖s▓°░╧╖sої╕Їв▓в╡╕╣,о╓ну│]е▀,121.4496168,25.0342191,д╞зйл~╣s░т╖~
2177051,кў─ї┬зл~е°╖~к└,╖sе_елоїдs░╧дд╡╪╡єв▒впл╤в╡╕╣?0╝╙,о╓ну│]е▀,121.4272661,25.0517063,д╞зйл~╣s░т╖~
2179261,кўе°├Z▓z╛vзўо╞й▒,╖sе_елдTнл░╧нл╢з╕Ї?7мqв▓?7╕╣?0╝╙,о╓ну│]е▀,121.487309,25.059479,д╞зйл~╣s░т╖~
2179608,дhйўе═мб╝s│ї,╖sе_елкLдf░╧дuд╗╕Їв▓в╡╕╣в░╝╙,о╓ну│]е▀,121.398566,25.0784945,д╞зйл~╣s░т╖~
2181956,е├л╙м№оeм№╛vзўо╞жц,╖sе_елдTнл░╧дTйM╕Їв▒мq?0в┤вп╕╣?0╝╙,о╓ну│]е▀,121.4999411,25.0678786,д╞зйл~╣s░т╖~
